barcode,product_name,categories,ingredients_text,energy_kcal_100g,fat_100g,sugars_100g,proteins_100g,salt_100g,allergens
8901000000239,Food Product 239,Dairy,"Milk, Cocoa, Sugar",166,2.91,20.4,20.35,0.07,nuts
8901000000240,Food Product 240,Frozen Foods,"Water, Fruit Concentrate, Sugar",347,4.14,39.84,4.6,1.13,milk
8901000000241,Food Product 241,Cereals,"Rice, Spices, Vegetable Oil",413,12.42,36.74,19.4,4.18,gluten
8901000000242,Food Product 242,Frozen Foods,"Oats, Honey, Almonds",337,5.28,5.11,23.44,3.5,nuts
8901000000243,Food Product 243,Cereals,"Milk, Cocoa, Sugar",214,5.69,38.74,22.36,1.98,nuts
8901000000244,Food Product 244,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",282,29.09,29.68,3.99,4.33,none
8901000000245,Food Product 245,Dairy,"Milk, Cocoa, Sugar",521,8.25,4.81,17.23,0.08,gluten
8901000000246,Food Product 246,Beverages,"Oats, Honey, Almonds",326,20.48,1.7,5.67,0.6,nuts
8901000000247,Food Product 247,Beverages,"Rice, Spices, Vegetable Oil",281,26.37,35.89,17.14,0.46,gluten
8901000000248,Food Product 248,Cereals,"Water, Fruit Concentrate, Sugar",93,29.11,9.22,15.42,0.59,gluten
8901000000249,Food Product 249,Snacks,"Oats, Honey, Almonds",84,9.9,14.22,23.32,1.26,gluten
8901000000250,Food Product 250,Beverages,"Oats, Honey, Almonds",528,26.55,15.19,2.38,1.63,none
8901000000251,Food Product 251,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",147,18.03,13.71,17.23,3.96,none
8901000000252,Food Product 252,Beverages,"Rice, Spices, Vegetable Oil",218,3.59,13.85,5.74,0.04,nuts
8901000000253,Food Product 253,Cereals,"Water, Fruit Concentrate, Sugar",370,20.23,8.76,2.88,4.98,milk
8901000000254,Food Product 254,Frozen Foods,"Milk, Cocoa, Sugar",206,12.37,25.62,3.04,3.16,gluten
8901000000255,Food Product 255,Cereals,"Milk, Cocoa, Sugar",97,24.86,26.6,11.58,2.86,gluten
8901000000256,Food Product 256,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",82,23.78,17.48,20.72,2.21,gluten
8901000000257,Food Product 257,Snacks,"Water, Fruit Concentrate, Sugar",166,10.82,19.31,24.5,4.34,milk
8901000000258,Food Product 258,Cereals,"Rice, Spices, Vegetable Oil",120,15.91,16.15,6.92,1.31,gluten
8901000000259,Food Product 259,Snacks,"Water, Fruit Concentrate, Sugar",111,0.78,5.24,23.73,3.44,gluten
8901000000260,Food Product 260,Cereals,"Water, Fruit Concentrate, Sugar",103,3.75,11.76,22.12,3.3,milk
8901000000261,Food Product 261,Beverages,"Rice, Spices, Vegetable Oil",280,19.58,19.89,2.95,2.02,gluten
8901000000262,Food Product 262,Dairy,"Oats, Honey, Almonds",196,4.1,30.12,18.54,2.31,milk
8901000000263,Food Product 263,Cereals,"Milk, Cocoa, Sugar",189,7.82,19.92,19.14,2.89,nuts
8901000000264,Food Product 264,Frozen Foods,"Milk, Cocoa, Sugar",394,8.24,34.15,22.29,4.19,milk
8901000000265,Food Product 265,Frozen Foods,"Milk, Cocoa, Sugar",489,15.13,32.13,2.59,2.57,none
8901000000266,Food Product 266,Cereals,"Milk, Cocoa, Sugar",76,19.74,33.8,16.74,0.63,none
8901000000267,Food Product 267,Frozen Foods,"Rice, Spices, Vegetable Oil",290,20.33,18.34,23.38,1.43,none
8901000000268,Food Product 268,Dairy,"Rice, Spices, Vegetable Oil",373,4.32,0.19,18.93,3.14,none
8901000000269,Food Product 269,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",327,2.73,37.59,24.6,4.86,nuts
8901000000270,Food Product 270,Snacks,"Oats, Honey, Almonds",106,8.3,5.6,5.22,2.0,milk
8901000000271,Food Product 271,Frozen Foods,"Oats, Honey, Almonds",153,20.32,28.33,0.98,0.19,none
8901000000272,Food Product 272,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",239,9.48,19.31,24.99,0.2,nuts
8901000000273,Food Product 273,Snacks,"Rice, Spices, Vegetable Oil",136,6.87,25.64,10.3,4.02,nuts
8901000000274,Food Product 274,Beverages,"Water, Fruit Concentrate, Sugar",523,5.43,12.01,8.34,4.31,nuts
8901000000275,Food Product 275,Dairy,"Rice, Spices, Vegetable Oil",298,26.67,15.0,20.37,0.85,nuts
8901000000276,Food Product 276,Dairy,"Rice, Spices, Vegetable Oil",440,10.7,21.69,14.18,0.67,none
8901000000277,Food Product 277,Snacks,"Water, Fruit Concentrate, Sugar",117,2.05,3.89,5.96,3.5,milk
8901000000278,Food Product 278,Snacks,"Rice, Spices, Vegetable Oil",291,23.07,2.92,1.96,0.45,none
8901000000279,Food Product 279,Beverages,"Milk, Cocoa, Sugar",253,17.5,15.31,20.9,2.84,gluten
8901000000280,Food Product 280,Cereals,"Rice, Spices, Vegetable Oil",398,13.55,10.42,11.8,4.34,milk
8901000000281,Food Product 281,Snacks,"Oats, Honey, Almonds",95,17.24,38.11,3.74,3.38,gluten
8901000000282,Food Product 282,Cereals,"Milk, Cocoa, Sugar",516,8.62,24.33,0.87,0.05,gluten
8901000000283,Food Product 283,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",426,9.69,37.66,19.8,1.99,milk
8901000000284,Food Product 284,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",530,2.8,21.74,5.84,1.89,nuts
8901000000285,Food Product 285,Snacks,"Oats, Honey, Almonds",85,5.33,23.68,24.43,2.3,nuts
8901000000286,Food Product 286,Dairy,"Milk, Cocoa, Sugar",498,19.54,13.55,13.68,2.58,gluten
8901000000287,Food Product 287,Snacks,"Milk, Cocoa, Sugar",231,9.87,24.81,9.53,3.22,none
8901000000288,Food Product 288,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",187,21.51,28.78,3.85,0.79,milk
8901000000289,Food Product 289,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",94,3.61,29.59,19.05,4.68,none
8901000000290,Food Product 290,Snacks,"Rice, Spices, Vegetable Oil",539,13.08,13.02,20.61,2.86,none
8901000000291,Food Product 291,Dairy,"Rice, Spices, Vegetable Oil",64,0.47,7.44,16.3,4.83,nuts
8901000000292,Food Product 292,Beverages,"Water, Fruit Concentrate, Sugar",304,10.07,1.78,21.9,0.18,gluten
8901000000293,Food Product 293,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",445,8.08,31.67,6.38,3.8,gluten
8901000000294,Food Product 294,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",521,20.05,39.8,23.0,1.12,nuts
8901000000295,Food Product 295,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",374,24.83,28.41,12.62,1.6,milk
8901000000296,Food Product 296,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",58,16.69,29.72,24.6,3.25,milk
8901000000297,Food Product 297,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",409,20.57,1.95,14.3,0.66,none
8901000000298,Food Product 298,Beverages,"Oats, Honey, Almonds",491,10.97,4.0,4.71,1.35,none
8901000000299,Food Product 299,Dairy,"Rice, Spices, Vegetable Oil",269,8.06,10.2,1.59,3.74,gluten
8901000000300,Food Product 300,Frozen Foods,"Rice, Spices, Vegetable Oil",467,13.41,18.06,22.11,4.03,nuts
8901000000301,Food Product 301,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",343,26.23,36.9,19.24,4.5,nuts
8901000000302,Food Product 302,Cereals,"Milk, Cocoa, Sugar",502,4.36,10.0,13.3,3.88,nuts
8901000000303,Food Product 303,Beverages,"Water, Fruit Concentrate, Sugar",295,7.24,12.32,3.76,2.99,none
8901000000304,Food Product 304,Snacks,"Rice, Spices, Vegetable Oil",420,5.66,8.89,13.95,0.43,nuts
8901000000305,Food Product 305,Snacks,"Water, Fruit Concentrate, Sugar",483,16.25,3.92,13.97,2.47,none
8901000000306,Food Product 306,Frozen Foods,"Milk, Cocoa, Sugar",512,20.96,16.84,16.6,4.51,none
8901000000307,Food Product 307,Snacks,"Water, Fruit Concentrate, Sugar",210,6.88,5.74,18.33,2.0,none
8901000000308,Food Product 308,Frozen Foods,"Milk, Cocoa, Sugar",482,0.25,27.94,8.33,0.94,milk
8901000000309,Food Product 309,Snacks,"Water, Fruit Concentrate, Sugar",513,5.81,2.49,22.89,3.89,nuts
8901000000310,Food Product 310,Snacks,"Oats, Honey, Almonds",332,12.87,34.5,11.51,1.72,none
8901000000311,Food Product 311,Beverages,"Rice, Spices, Vegetable Oil",380,25.59,10.24,21.1,1.02,gluten
8901000000312,Food Product 312,Cereals,"Milk, Cocoa, Sugar",299,3.24,14.8,19.2,2.98,none
8901000000313,Food Product 313,Beverages,"Water, Fruit Concentrate, Sugar",145,9.34,22.21,10.22,1.75,none
8901000000314,Food Product 314,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",460,22.44,13.31,1.14,1.19,gluten
8901000000315,Food Product 315,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",252,7.67,33.93,18.75,2.31,milk
8901000000316,Food Product 316,Frozen Foods,"Milk, Cocoa, Sugar",501,11.95,33.78,2.07,1.06,gluten
8901000000317,Food Product 317,Cereals,"Milk, Cocoa, Sugar",113,12.42,21.98,11.27,0.01,nuts
8901000000318,Food Product 318,Cereals,"Milk, Cocoa, Sugar",153,14.79,8.43,7.87,1.11,nuts
8901000000319,Food Product 319,Beverages,"Oats, Honey, Almonds",497,8.68,15.04,6.46,4.31,none
8901000000320,Food Product 320,Snacks,"Rice, Spices, Vegetable Oil",485,29.96,7.84,13.92,3.84,milk
8901000000321,Food Product 321,Snacks,"Rice, Spices, Vegetable Oil",357,6.2,36.09,16.28,3.8,gluten
8901000000322,Food Product 322,Dairy,"Water, Fruit Concentrate, Sugar",473,29.66,8.28,4.61,2.96,milk
8901000000323,Food Product 323,Snacks,"Rice, Spices, Vegetable Oil",195,25.68,25.42,4.21,1.83,gluten
8901000000324,Food Product 324,Dairy,"Rice, Spices, Vegetable Oil",302,18.2,2.01,7.6,4.99,nuts
8901000000325,Food Product 325,Beverages,"Rice, Spices, Vegetable Oil",275,24.21,29.94,6.13,3.07,none
8901000000326,Food Product 326,Cereals,"Oats, Honey, Almonds",543,18.94,5.31,7.59,4.4,gluten
8901000000327,Food Product 327,Dairy,"Rice, Spices, Vegetable Oil",239,2.1,27.88,3.19,2.05,milk
8901000000328,Food Product 328,Dairy,"Milk, Cocoa, Sugar",336,22.59,39.34,0.13,4.45,gluten
8901000000329,Food Product 329,Frozen Foods,"Water, Fruit Concentrate, Sugar",495,6.38,38.9,21.78,1.67,none
8901000000330,Food Product 330,Cereals,"Milk, Cocoa, Sugar",295,24.0,6.26,24.2,2.87,milk
8901000000331,Food Product 331,Cereals,"Oats, Honey, Almonds",471,4.46,27.18,8.93,3.9,gluten
8901000000332,Food Product 332,Snacks,"Water, Fruit Concentrate, Sugar",377,12.44,11.91,12.29,4.7,nuts
8901000000333,Food Product 333,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",306,29.49,38.17,3.49,4.81,gluten
8901000000334,Food Product 334,Cereals,"Rice, Spices, Vegetable Oil",257,6.48,21.44,11.69,1.45,nuts
8901000000335,Food Product 335,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",305,19.93,27.78,10.52,4.54,milk
8901000000336,Food Product 336,Dairy,"Oats, Honey, Almonds",308,22.01,5.17,5.88,0.07,nuts
8901000000337,Food Product 337,Beverages,"Water, Fruit Concentrate, Sugar",187,11.85,31.83,15.97,4.3,nuts
8901000000338,Food Product 338,Beverages,"Milk, Cocoa, Sugar",202,12.58,10.86,3.08,0.87,milk
8901000000339,Food Product 339,Cereals,"Water, Fruit Concentrate, Sugar",502,24.35,30.25,7.05,0.49,none
8901000000340,Food Product 340,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",210,18.04,15.61,3.49,2.43,milk
8901000000341,Food Product 341,Snacks,"Milk, Cocoa, Sugar",452,7.52,15.6,24.68,0.42,gluten
8901000000342,Food Product 342,Cereals,"Rice, Spices, Vegetable Oil",405,12.67,32.1,21.9,3.69,gluten
8901000000343,Food Product 343,Frozen Foods,"Milk, Cocoa, Sugar",284,23.3,32.64,8.99,1.76,nuts
8901000000344,Food Product 344,Beverages,"Oats, Honey, Almonds",302,24.78,37.3,7.59,3.28,milk
8901000000345,Food Product 345,Cereals,"Milk, Cocoa, Sugar",378,9.42,3.03,9.83,1.99,none
8901000000346,Food Product 346,Snacks,"Oats, Honey, Almonds",139,21.98,24.4,21.7,2.67,milk
8901000000347,Food Product 347,Snacks,"Rice, Spices, Vegetable Oil",180,1.84,6.63,5.64,2.57,gluten
8901000000348,Food Product 348,Dairy,"Milk, Cocoa, Sugar",141,8.98,4.24,2.93,0.96,nuts
8901000000349,Food Product 349,Dairy,"Rice, Spices, Vegetable Oil",50,21.82,18.31,12.53,3.8,milk
8901000000350,Food Product 350,Beverages,"Oats, Honey, Almonds",153,11.53,30.64,22.88,1.37,milk
8901000000351,Food Product 351,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",390,15.05,11.26,6.09,3.62,milk
8901000000352,Food Product 352,Snacks,"Milk, Cocoa, Sugar",172,17.9,30.48,3.55,2.73,gluten
8901000000353,Food Product 353,Frozen Foods,"Rice, Spices, Vegetable Oil",83,27.3,16.34,21.26,1.08,nuts
8901000000354,Food Product 354,Beverages,"Milk, Cocoa, Sugar",400,28.91,30.26,6.11,1.5,milk
8901000000355,Food Product 355,Dairy,"Oats, Honey, Almonds",116,18.41,36.89,12.94,1.34,milk
8901000000356,Food Product 356,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",286,1.07,8.08,23.68,3.84,none
8901000000357,Food Product 357,Beverages,"Milk, Cocoa, Sugar",121,22.44,5.7,19.09,2.13,gluten
8901000000358,Food Product 358,Cereals,"Rice, Spices, Vegetable Oil",549,17.92,5.66,2.85,1.93,milk
8901000000359,Food Product 359,Dairy,"Water, Fruit Concentrate, Sugar",300,5.76,32.18,23.04,4.98,nuts
8901000000360,Food Product 360,Dairy,"Oats, Honey, Almonds",403,22.28,14.05,2.61,3.36,milk
8901000000361,Food Product 361,Dairy,"Water, Fruit Concentrate, Sugar",359,3.42,4.21,13.09,1.2,gluten
8901000000362,Food Product 362,Snacks,"Oats, Honey, Almonds",91,22.28,10.98,5.48,2.49,gluten
8901000000363,Food Product 363,Frozen Foods,"Oats, Honey, Almonds",248,26.58,7.77,20.55,3.17,none
8901000000364,Food Product 364,Frozen Foods,"Water, Fruit Concentrate, Sugar",410,0.54,24.5,24.54,1.01,nuts
8901000000365,Food Product 365,Beverages,"Oats, Honey, Almonds",251,29.81,28.43,21.35,4.18,milk
8901000000366,Food Product 366,Frozen Foods,"Rice, Spices, Vegetable Oil",304,26.11,2.56,22.39,3.25,milk
8901000000367,Food Product 367,Frozen Foods,"Rice, Spices, Vegetable Oil",296,10.79,21.66,12.57,1.6,gluten
8901000000368,Food Product 368,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",441,15.78,35.9,4.53,0.59,none
8901000000369,Food Product 369,Cereals,"Rice, Spices, Vegetable Oil",453,6.06,19.9,24.14,4.14,milk
8901000000370,Food Product 370,Cereals,"Water, Fruit Concentrate, Sugar",183,29.35,4.48,4.44,2.26,nuts
8901000000371,Food Product 371,Snacks,"Milk, Cocoa, Sugar",455,18.42,29.63,14.43,1.39,gluten
8901000000372,Food Product 372,Dairy,"Rice, Spices, Vegetable Oil",212,7.06,21.39,20.04,1.38,milk
8901000000373,Food Product 373,Beverages,"Water, Fruit Concentrate, Sugar",326,26.33,18.42,9.84,4.07,milk
8901000000374,Food Product 374,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",534,13.32,13.52,22.98,4.99,milk
8901000000375,Food Product 375,Snacks,"Water, Fruit Concentrate, Sugar",421,26.82,19.16,1.3,4.64,none
8901000000376,Food Product 376,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",520,26.2,2.91,3.18,4.39,none
8901000000377,Food Product 377,Frozen Foods,"Rice, Spices, Vegetable Oil",110,12.71,14.79,15.93,2.43,milk
8901000000378,Food Product 378,Snacks,"Rice, Spices, Vegetable Oil",417,25.53,30.5,0.99,1.26,none
8901000000379,Food Product 379,Dairy,"Rice, Spices, Vegetable Oil",241,20.01,17.77,15.0,2.02,none
8901000000380,Food Product 380,Beverages,"Rice, Spices, Vegetable Oil",541,23.86,37.12,8.16,3.8,gluten
8901000000381,Food Product 381,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",161,22.54,12.4,0.7,0.15,milk
8901000000382,Food Product 382,Frozen Foods,"Oats, Honey, Almonds",171,14.79,27.0,15.25,2.68,none
8901000000383,Food Product 383,Cereals,"Rice, Spices, Vegetable Oil",545,15.38,37.71,0.95,2.73,nuts
8901000000384,Food Product 384,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",106,9.08,39.53,4.53,0.5,milk
8901000000385,Food Product 385,Dairy,"Rice, Spices, Vegetable Oil",313,6.98,5.3,19.95,2.61,none
8901000000386,Food Product 386,Beverages,"Rice, Spices, Vegetable Oil",469,17.31,20.59,14.07,1.5,nuts
8901000000387,Food Product 387,Beverages,"Rice, Spices, Vegetable Oil",510,17.61,29.52,20.96,1.29,none
8901000000388,Food Product 388,Cereals,"Oats, Honey, Almonds",105,27.19,6.05,4.47,3.1,gluten
8901000000389,Food Product 389,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",275,1.84,24.24,7.29,4.9,none
8901000000390,Food Product 390,Beverages,"Milk, Cocoa, Sugar",283,7.87,12.93,23.26,1.08,milk
8901000000391,Food Product 391,Frozen Foods,"Rice, Spices, Vegetable Oil",100,4.88,0.27,22.59,0.34,gluten
8901000000392,Food Product 392,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",82,9.76,10.27,5.77,0.52,none
8901000000393,Food Product 393,Dairy,"Rice, Spices, Vegetable Oil",468,3.46,0.96,8.86,0.68,nuts
8901000000394,Food Product 394,Snacks,"Rice, Spices, Vegetable Oil",411,5.01,0.26,9.16,4.97,gluten
8901000000395,Food Product 395,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",69,5.47,26.06,16.4,2.67,milk
8901000000396,Food Product 396,Frozen Foods,"Milk, Cocoa, Sugar",286,16.8,35.66,16.1,4.77,none
8901000000397,Food Product 397,Frozen Foods,"Water, Fruit Concentrate, Sugar",89,24.19,9.72,18.02,1.64,nuts
8901000000398,Food Product 398,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",187,20.57,6.21,23.77,2.79,gluten
8901000000399,Food Product 399,Cereals,"Rice, Spices, Vegetable Oil",135,6.01,32.67,7.19,4.27,gluten
8901000000400,Food Product 400,Dairy,"Rice, Spices, Vegetable Oil",376,15.19,7.92,13.57,4.17,none
8901000000401,Food Product 401,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",105,3.09,22.93,22.02,1.75,milk
8901000000402,Food Product 402,Dairy,"Rice, Spices, Vegetable Oil",186,27.29,9.77,10.27,0.06,nuts
8901000000403,Food Product 403,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",350,13.86,33.82,17.21,0.82,gluten
8901000000404,Food Product 404,Frozen Foods,"Oats, Honey, Almonds",471,18.85,25.29,7.49,0.96,gluten
8901000000405,Food Product 405,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",199,15.8,6.27,19.92,2.27,nuts
8901000000406,Food Product 406,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",155,7.88,37.49,19.76,2.89,nuts
8901000000407,Food Product 407,Frozen Foods,"Milk, Cocoa, Sugar",254,29.17,31.96,15.45,1.2,gluten
8901000000408,Food Product 408,Frozen Foods,"Milk, Cocoa, Sugar",56,12.78,24.24,6.28,2.43,gluten
8901000000409,Food Product 409,Beverages,"Rice, Spices, Vegetable Oil",205,19.83,22.85,3.63,0.89,nuts
8901000000410,Food Product 410,Frozen Foods,"Water, Fruit Concentrate, Sugar",67,22.76,30.28,21.8,3.32,none
8901000000411,Food Product 411,Dairy,"Oats, Honey, Almonds",436,6.67,35.09,23.25,3.19,nuts
8901000000412,Food Product 412,Dairy,"Milk, Cocoa, Sugar",382,9.0,21.58,7.5,4.69,milk
8901000000413,Food Product 413,Dairy,"Oats, Honey, Almonds",302,22.86,5.9,2.87,4.46,none
8901000000414,Food Product 414,Frozen Foods,"Rice, Spices, Vegetable Oil",149,22.64,30.24,8.34,2.92,gluten
8901000000415,Food Product 415,Frozen Foods,"Oats, Honey, Almonds",378,15.61,17.53,3.12,3.71,none
8901000000416,Food Product 416,Cereals,"Milk, Cocoa, Sugar",201,3.09,25.25,15.02,3.33,none
8901000000417,Food Product 417,Dairy,"Water, Fruit Concentrate, Sugar",229,23.88,23.78,6.03,3.71,milk
8901000000418,Food Product 418,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",513,23.38,6.6,19.03,3.5,milk
8901000000419,Food Product 419,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",358,8.63,13.95,20.61,2.16,milk
8901000000420,Food Product 420,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",415,24.6,32.95,21.36,4.74,milk
8901000000421,Food Product 421,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",151,21.76,25.51,3.65,4.64,gluten
8901000000422,Food Product 422,Cereals,"Water, Fruit Concentrate, Sugar",53,3.01,16.85,9.99,1.79,none
8901000000423,Food Product 423,Frozen Foods,"Milk, Cocoa, Sugar",228,10.74,0.83,3.59,4.35,nuts
8901000000424,Food Product 424,Beverages,"Rice, Spices, Vegetable Oil",528,23.72,8.46,1.27,1.52,nuts
8901000000425,Food Product 425,Snacks,"Rice, Spices, Vegetable Oil",223,23.41,5.53,19.13,2.79,none
8901000000426,Food Product 426,Cereals,"Oats, Honey, Almonds",369,21.15,2.15,0.33,2.53,none
8901000000427,Food Product 427,Cereals,"Oats, Honey, Almonds",468,16.91,5.48,8.2,4.25,gluten
8901000000428,Food Product 428,Frozen Foods,"Water, Fruit Concentrate, Sugar",69,11.84,38.0,7.46,4.75,milk
8901000000429,Food Product 429,Frozen Foods,"Milk, Cocoa, Sugar",346,2.62,30.05,16.42,4.47,none
8901000000430,Food Product 430,Cereals,"Rice, Spices, Vegetable Oil",208,16.7,11.86,23.83,2.63,nuts
8901000000431,Food Product 431,Cereals,"Water, Fruit Concentrate, Sugar",467,29.21,24.93,24.8,3.38,none
8901000000432,Food Product 432,Snacks,"Milk, Cocoa, Sugar",383,1.99,24.98,18.78,1.99,nuts
8901000000433,Food Product 433,Beverages,"Rice, Spices, Vegetable Oil",492,9.34,31.19,0.98,4.59,milk
8901000000434,Food Product 434,Snacks,"Milk, Cocoa, Sugar",529,9.69,23.72,13.63,0.98,nuts
8901000000435,Food Product 435,Snacks,"Water, Fruit Concentrate, Sugar",132,21.55,12.59,10.68,1.31,nuts
8901000000436,Food Product 436,Snacks,"Water, Fruit Concentrate, Sugar",163,13.16,10.56,11.87,2.96,nuts
8901000000437,Food Product 437,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",332,26.33,12.67,9.06,2.6,gluten
8901000000438,Food Product 438,Dairy,"Rice, Spices, Vegetable Oil",404,13.1,1.87,9.0,0.54,milk
8901000000439,Food Product 439,Dairy,"Milk, Cocoa, Sugar",341,2.04,19.1,7.54,3.62,nuts
8901000000440,Food Product 440,Dairy,"Water, Fruit Concentrate, Sugar",89,26.66,15.72,12.89,4.41,milk
8901000000441,Food Product 441,Cereals,"Oats, Honey, Almonds",309,6.26,36.96,1.94,2.63,none
8901000000442,Food Product 442,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",362,27.94,0.47,15.89,2.83,milk
8901000000443,Food Product 443,Snacks,"Milk, Cocoa, Sugar",179,14.74,17.77,22.28,3.64,gluten
8901000000444,Food Product 444,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",215,13.77,2.83,7.3,2.72,gluten
8901000000445,Food Product 445,Cereals,"Oats, Honey, Almonds",550,13.16,19.35,3.34,2.87,nuts
8901000000446,Food Product 446,Cereals,"Rice, Spices, Vegetable Oil",122,27.88,29.49,11.87,2.01,gluten
8901000000447,Food Product 447,Beverages,"Rice, Spices, Vegetable Oil",175,17.77,6.19,1.99,1.67,gluten
8901000000448,Food Product 448,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",89,27.34,24.33,24.49,3.55,gluten
8901000000449,Food Product 449,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",76,12.52,11.47,5.38,4.47,gluten
8901000000450,Food Product 450,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",355,13.01,6.1,22.83,2.22,milk
8901000000451,Food Product 451,Snacks,"Rice, Spices, Vegetable Oil",297,2.73,15.95,19.57,0.38,gluten
